namevariant,adamlink,wikidata,preflabel,coords,begin_min,begin_max,end_min,end_max;
searchable,adamlink_url,wikidata_url,canonical_form,geometry,begin_min,begin_max,end_min,end_max;
Boezemgang,https://adamlink.nl/geo/street/boerengang/7836,,Boerengang,Point(4.8993 52.3755),1876,1876,0,0;
Bontekalfsvelsgang,https://adamlink.nl/geo/street/bontekalfsvelsgang/7838,,Bontekalfsvelsgang,Point(4.893635 52.36655),1876,1876,0,0;
Oude-Bontekalfsgang,https://adamlink.nl/geo/street/bontekalfsvelsgang/7838,,Bontekalfsvelsgang,Point(4.893635 52.36655),1876,1876,0,0;
Boompjesgang,https://adamlink.nl/geo/street/boompjesgang/7839,,Boompjesgang,Point(4.9096366666667 52.371233333333),1876,1876,0,0;
Sterrengang,https://adamlink.nl/geo/street/boompjesgang/7839,,Boompjesgang,Point(4.9096366666667 52.371233333333),1876,1876,0,0;
Sterretjesgang,https://adamlink.nl/geo/street/boompjesgang/7839,,Boompjesgang,Point(4.9096366666667 52.371233333333),1876,1876,0,0;
Botertonsgang,https://adamlink.nl/geo/street/botertonsgang/7840,,Botertonsgang,Point(4.89843 52.3615),1876,1876,0,0;
Brandersgang,https://adamlink.nl/geo/street/brandersgang/7841,,Brandersgang,Point(4.88413 52.3777),1876,1876,0,0;
Brandgang,https://adamlink.nl/geo/street/brandgang/7842,,Brandgang,Point(4.9009 52.3712),1876,1876,0,0;
Rottengang,https://adamlink.nl/geo/street/brandgang/7842,,Brandgang,Point(4.9009 52.3712),1876,1876,0,0;
Bredero’sgang,https://adamlink.nl/geo/street/brederosgang/7843,,Bredero’sgang,Point(4.8852 52.379),1876,1876,0,0;
Bremertuin,https://adamlink.nl/geo/street/bremertuin/7844,,Bremertuin,Point(4.9027766666667 52.371566666667),1876,1876,0,0;
Burgergang,https://adamlink.nl/geo/street/burgergang/7846,,Burgergang,Point(4.88983 52.3808),1876,1876,0,0;
Kaaskoopersgang,https://adamlink.nl/geo/street/burgergang/7846,,Burgergang,Point(4.88983 52.3808),1876,1876,0,0;
Prinsengang,https://adamlink.nl/geo/street/burgergang/7846,,Burgergang,Point(4.88983 52.3808),1876,1876,0,0;
Bijbelsgang,https://adamlink.nl/geo/street/kippengang/7924,,Kippengang,,1876,1876,0,0;
Kippengang,https://adamlink.nl/geo/street/kippengang/7924,,Kippengang,,1876,1876,0,0;
Disselgang (eerste),https://adamlink.nl/geo/street/disselgang-eerste/7848,,Disselgang (eerste),Point(4.88769 52.3829),1876,1876,0,0;
Disselgang (tweede),https://adamlink.nl/geo/street/disselgang-tweede/7849,,Disselgang (tweede),Point(4.88755 52.382933333333),1876,1876,0,0;
Doelenhofje (Oude),https://adamlink.nl/geo/street/doelenhofje-oude/7850,,Doelenhofje (Oude),Point(4.89626 52.3714),1876,1876,0,0;
Drie-Morianengang,https://adamlink.nl/geo/street/driemorianengang/7851,,Drie-Morianengang,Point(4.88178 52.3767),1876,1876,0,0;
Zeemansgang,https://adamlink.nl/geo/street/driemorianengang/7851,,Drie-Morianengang,Point(4.88178 52.3767),1876,1876,0,0;
Drie-Ringengang,https://adamlink.nl/geo/street/drieringengang/7852,,Drie-Ringengang,Point(4.88059 52.3765),1876,1876,0,0;
Duifjesgang,https://adamlink.nl/geo/street/duifjesgang/7853,,Duifjesgang,Point(4.8868 52.3809),1876,1876,0,0;
Eendrachtsgang,https://adamlink.nl/geo/street/eendrachtsgang/7854,,Eendrachtsgang,Point(4.88447 52.3803),1876,1876,0,0;
Engelengang,https://adamlink.nl/geo/street/engelengang/7855,,Engelengang,Point(4.88948 52.3809),1876,1876,0,0;
Engelschegang,https://adamlink.nl/geo/street/engelengang/7855,,Engelengang,Point(4.88948 52.3809),1876,1876,0,0;
Koperslagersgang,https://adamlink.nl/geo/street/engelengang/7855,,Engelengang,Point(4.88948 52.3809),1876,1876,0,0;
Engel-Gabriëlsgang,https://adamlink.nl/geo/street/engelgabrielsgang/7856,,Engel-Gabriëlsgang,Point(4.90516 52.370125),1876,1876,0,0;
Gabriëlsgang,https://adamlink.nl/geo/street/engelgabrielsgang/7856,,Engel-Gabriëlsgang,Point(4.90516 52.370125),1876,1876,0,0;
Engelschepoort,https://adamlink.nl/geo/street/engelschepoort/7858,,Engelschepoort,Point(4.894544 52.37096),1876,1876,0,0;
Engelschmanssteeg,https://adamlink.nl/geo/street/engelschmanssteeg/7859,,Engelschmanssteeg,Point(4.8805125 52.3772),1876,1876,0,0;
Flipjesgang,https://adamlink.nl/geo/street/flipjesgang/7860,,Flipjesgang,Point(4.90497 52.3643),1876,1876,0,0;
Fortuinengang,https://adamlink.nl/geo/street/fortuinengang/7861,,Fortuinengang,Point(4.8841 52.3781),1876,1876,0,0;
Drie-Korenschovengang,https://adamlink.nl/geo/street/fortuinengang/7862,,Fortuinengang,Point(4.88463 52.3806),1876,1876,0,0;
Fortuinengang,https://adamlink.nl/geo/street/fortuinengang/7862,,Fortuinengang,Point(4.88463 52.3806),1876,1876,0,0;
Fortuinengang,https://adamlink.nl/geo/street/fortuinengang/7863,,Fortuinengang,Point(4.905355 52.3693),1876,1876,0,0;
Fortuinengang,https://adamlink.nl/geo/street/fortuinengang/7864,,Fortuinengang,Point(4.904708 52.37006),1876,1876,0,0;
Fortuinengang,https://adamlink.nl/geo/street/fortuinengang/7865,,Fortuinengang,Point(4.8883 52.38165),1876,1876,0,0;
Pronkgang,https://adamlink.nl/geo/street/fortuinengang/7865,,Fortuinengang,Point(4.8883 52.38165),1876,1876,0,0;
Frederiksgang,https://adamlink.nl/geo/street/frederiksgang/7866,,Frederiksgang,Point(4.88488 52.3817),1876,1876,0,0;
Hammengang,https://adamlink.nl/geo/street/frederiksgang/7866,,Frederiksgang,Point(4.88488 52.3817),1876,1876,0,0;
Friesche-Boerengang,https://adamlink.nl/geo/street/friescheboerengang/7867,,Friesche-Boerengang,Point(4.88266 52.3803),1876,1876,0,0;
Friesche-Boerengang,https://adamlink.nl/geo/street/glazenmakersgang/7872,,Glazenmakersgang,Point(4.88296 52.3804),1876,1876,0,0;
Glazenmakersgang,https://adamlink.nl/geo/street/glazenmakersgang/7872,,Glazenmakersgang,Point(4.88296 52.3804),1876,1876,0,0;
Friezengang (Oude),https://adamlink.nl/geo/street/friezengang-oude/7869,,Friezengang (Oude),Point(4.88274 52.3816),1876,1876,0,0;
Oude-Vriezengang,https://adamlink.nl/geo/street/friezengang-oude/7869,,Friezengang (Oude),Point(4.88274 52.3816),1876,1876,0,0;
Glazenmakersgang,https://adamlink.nl/geo/street/glazenmakersgang/7871,,Glazenmakersgang,Point(4.89404 52.3759),1876,1876,0,0;
Stuiversgang,https://adamlink.nl/geo/street/glazenmakersgang/7871,,Glazenmakersgang,Point(4.89404 52.3759),1876,1876,0,0;
Goudslagersgang,https://adamlink.nl/geo/street/goudslagersgang/7873,,Goudslagersgang,Point(4.88317 52.3684),1876,1876,0,0;
Graadboogsgang,https://adamlink.nl/geo/street/passersgang/8013,,Passersgang,Point(4.88473 52.3819),1876,1876,0,0;
Kompassengang,https://adamlink.nl/geo/street/passersgang/8013,,Passersgang,Point(4.88473 52.3819),1876,1876,0,0;
Passersgang,https://adamlink.nl/geo/street/passersgang/8013,,Passersgang,Point(4.88473 52.3819),1876,1876,0,0;
Grauwepoort,https://adamlink.nl/geo/street/grauwepoort/7875,,Grauwepoort,Point(4.910345 52.37125),1876,1876,0,0;
Grauwmonnikenklooster,https://adamlink.nl/geo/street/grauwmonnikenklooster/7876,,Grauwmonnikenklooster,Point(4.89891 52.3727),1876,1876,0,0;
Groene-Liestegang,https://adamlink.nl/geo/street/groeneliestegang/7877,,Groene-Liestegang,Point(4.88212 52.3805),1876,1876,0,0;
Violettengang,https://adamlink.nl/geo/street/groeneliestegang/7877,,Groene-Liestegang,Point(4.88212 52.3805),1876,1876,0,0;
Gruttersgang,https://adamlink.nl/geo/street/gruttersgang/7878,,Gruttersgang,Point(4.91006 52.3708),1876,1876,0,0;
Gruttersgang,https://adamlink.nl/geo/street/gruttersgang/7879,,Gruttersgang,Point(4.88166 52.37215),1876,1876,0,0;
Nieuwe-Gruttersgang,https://adamlink.nl/geo/street/gruttersgang/7879,,Gruttersgang,Point(4.88166 52.37215),1876,1876,0,0;
Gruttersgang,https://adamlink.nl/geo/street/gruttersgang/7880,,Gruttersgang,Point(4.89299 52.37935),1876,1876,0,0;
Hakenmakersgang,https://adamlink.nl/geo/street/hakenmakersgang/7881,,Hakenmakersgang,Point(4.88497 52.3775),1876,1876,0,0;
Schippersgang,https://adamlink.nl/geo/street/hakenmakersgang/7881,,Hakenmakersgang,Point(4.88497 52.3775),1876,1876,0,0;
Hardebollengang,https://adamlink.nl/geo/street/hardebollengang/7883,,Hardebollengang,Point(4.9112 52.3706),1876,1876,0,0;
Twee-Hardebollengang,https://adamlink.nl/geo/street/hardebollengang/7883,,Hardebollengang,Point(4.9112 52.3706),1876,1876,0,0;
Haringgang,https://adamlink.nl/geo/street/haringgang/7884,,Haringgang,Point(4.9085266666667 52.370033333333),1876,1876,0,0;
Mastenmakersgang,https://adamlink.nl/geo/street/haringgang/7884,,Haringgang,Point(4.9085266666667 52.370033333333),1876,1876,0,0;
Hartjesgang,https://adamlink.nl/geo/street/hartjesgang/7885,,Hartjesgang,Point(4.9062725 52.36975),1876,1876,0,0;
Hartogsgang,https://adamlink.nl/geo/street/hartjesgang/7885,,Hartjesgang,Point(4.9062725 52.36975),1876,1876,0,0;
Helmengang,https://adamlink.nl/geo/street/helmengang/7887,,Helmengang,Point(4.8833 52.3693),1876,1876,0,0;
Hoedengang,https://adamlink.nl/geo/street/hoedengang/7888,,Hoedengang,Point(4.88456 52.3777),1876,1876,0,0;
Hoedenmakersgang,https://adamlink.nl/geo/street/hoedenmakersgang/7889,,Hoedenmakersgang,Point(4.91037 52.3707),1876,1876,0,0;
Reizendemansgang,https://adamlink.nl/geo/street/hoedenmakersgang/7889,,Hoedenmakersgang,Point(4.91037 52.3707),1876,1876,0,0;
Hoedenmakersgang,https://adamlink.nl/geo/street/hoedenmakersgang/7890,,Hoedenmakersgang,Point(4.9079533333333 52.3705),1876,1876,0,0;
Vredegang,https://adamlink.nl/geo/street/hoedenmakersgang/7890,,Hoedenmakersgang,Point(4.9079533333333 52.3705),1876,1876,0,0;
Zandgang,https://adamlink.nl/geo/street/hoedenmakersgang/7890,,Hoedenmakersgang,Point(4.9079533333333 52.3705),1876,1876,0,0;
Hoedenmakersgang,https://adamlink.nl/geo/street/hoedenmakersgang/7891,,Hoedenmakersgang,Point(4.882455 52.3817),1876,1876,0,0;
Sieuwertsgang,https://adamlink.nl/geo/street/hoedenmakersgang/7891,,Hoedenmakersgang,Point(4.882455 52.3817),1876,1876,0,0;
Hoefijzersgang,https://adamlink.nl/geo/street/hoefijzersgang/7892,,Hoefijzersgang,Point(4.89861 52.37182),1876,1876,0,0;
Oude-Hoefijzersgang,https://adamlink.nl/geo/street/hoefijzersgang/7892,,Hoefijzersgang,Point(4.89861 52.37182),1876,1876,0,0;
Hondengang,https://adamlink.nl/geo/street/hondengang/7893,,Hondengang,Point(4.90326 52.3689),1876,1876,0,0;
Hondjesgang,https://adamlink.nl/geo/street/hondjesgang/7894,,Hondjesgang,Point(4.90203 52.3695),1876,1876,0,0;
Hoogeboomsgang,https://adamlink.nl/geo/street/hoogeboomsgang/7895,,Hoogeboomsgang,Point(4.88379 52.3788),1876,1876,0,0;
Hoopsgang,https://adamlink.nl/geo/street/hoopsgang/7896,,Hoopsgang,Point(4.88046 52.3764),1876,1876,0,0;
Schoenmakersgang,https://adamlink.nl/geo/street/hoopsgang/7896,,Hoopsgang,Point(4.88046 52.3764),1876,1876,0,0;
Houtzagersgang,https://adamlink.nl/geo/street/houtzagersgang/7897,,Houtzagersgang,Point(4.888495 52.3693),1876,1876,0,0;
Zaagmolensgang,https://adamlink.nl/geo/street/houtzagersgang/7897,,Houtzagersgang,Point(4.888495 52.3693),1876,1876,0,0;
Houtzagerssteeg,https://adamlink.nl/geo/street/houtzagerssteeg/7898,,Houtzagerssteeg,Point(4.88841 52.3691),1876,1876,0,0;
Jeroenengang,https://adamlink.nl/geo/street/jeroenengang/7900,,Jeroenengang,Point(4.886355 52.3838),1876,1876,0,0;
Sint-Jeroenengang,https://adamlink.nl/geo/street/jeroenengang/7900,,Jeroenengang,Point(4.886355 52.3838),1876,1876,0,0;
Jonasgang,https://adamlink.nl/geo/street/jonasgang/7901,,Jonasgang,Point(4.88311 52.3804),1876,1876,0,0;
Jonica’sgang,https://adamlink.nl/geo/street/jonicasgang/7902,,Jonica’sgang,Point(4.88235 52.3786),1876,1876,0,0;
Joormansgang,https://adamlink.nl/geo/street/joormansgang/7903,,Joormansgang,Point(4.88469 52.3809),1876,1876,0,0;
Juweelengang,https://adamlink.nl/geo/street/juweelengang/7904,,Juweelengang,Point(4.89769 52.3715),1876,1876,0,0;
Kaatsbaanssteeg,https://adamlink.nl/geo/street/kaatsbaanssteeg/7906,,Kaatsbaanssteeg,Point(4.89255 52.3672),1876,1876,0,0;
Kalvergang,https://adamlink.nl/geo/street/kalvergang/7907,,Kalvergang,Point(4.8865733333333 52.3809),1876,1876,0,0;
Kalvergang,https://adamlink.nl/geo/street/kalvergang/7908,,Kalvergang,Point(4.88337 52.369171428571),1876,1876,0,0;
Kanjersgang,https://adamlink.nl/geo/street/kanjersgang/7909,,Kanjersgang,Point(4.904975 52.3693),1876,1876,0,0;
Wijdegang,https://adamlink.nl/geo/street/kanjersgang/7909,,Kanjersgang,Point(4.904975 52.3693),1876,1876,0,0;
Kardoeskokersgang/Kardoezengang,https://adamlink.nl/geo/street/kardoeskokersgangkardoezengang/7910,,Kardoeskokersgang/Kardoezengang,Point(4.8832857142857 52.368314285714),1876,1876,0,0;
Kuipersgang,https://adamlink.nl/geo/street/kardoeskokersgangkardoezengang/7910,,Kardoeskokersgang/Kardoezengang,Point(4.8832857142857 52.368314285714),1876,1876,0,0;
Kastenmakersgang,https://adamlink.nl/geo/street/kastenmakersgang/7911,,Kastenmakersgang,Point(4.88231 52.3769),1876,1876,0,0;
Katersgang,https://adamlink.nl/geo/street/katersgang/7912,,Katersgang,Point(4.88749 52.3729),1876,1876,0,0;
Kattengang,https://adamlink.nl/geo/street/kattengang/7913,,Kattengang,Point(4.89267 52.3794),1876,1876,0,0;
Keizershof,https://adamlink.nl/geo/street/keizershof/7914,,Keizershof,Point(4.88835 52.37895),1876,1876,0,0;
Kerkgang,https://adamlink.nl/geo/street/kerkgang/7915,,Kerkgang,Point(4.90618 52.371),1876,1876,0,0;
Kerkgang,https://adamlink.nl/geo/street/kerkgang/7916,,Kerkgang,Point(4.90196 52.36795),1876,1876,0,0;
Kerregang,https://adamlink.nl/geo/street/kerregang/7917,,Kerregang,Point(4.91089 52.3708),1876,1876,0,0;
Rasphuispoort,https://adamlink.nl/geo/street/kerregang/7917,,Kerregang,Point(4.91089 52.3708),1876,1876,0,0;
Ketelgang,https://adamlink.nl/geo/street/ketelgang/7918,,Ketelgang,Point(4.88075 52.3674),1876,1876,0,0;
Ketellappersgang,https://adamlink.nl/geo/street/ketelverhuurdersgang/7920,,Ketelverhuurdersgang,Point(4.88013 52.3722),1876,1876,0,0;
Ketelverhuurdersgang,https://adamlink.nl/geo/street/ketelverhuurdersgang/7920,,Ketelverhuurdersgang,Point(4.88013 52.3722),1876,1876,0,0;
Keulengang,https://adamlink.nl/geo/street/keulengang/7921,,Keulengang,Point(4.893215 52.37515),1876,1876,0,0;
Kikkersgang,https://adamlink.nl/geo/street/kikkersgang/7922,,Kikkersgang,Point(4.8933266666667 52.379233333333),1876,1876,0,0;
Kippengang,https://adamlink.nl/geo/street/kippengang/7923,,Kippengang,Point(4.9021133333333 52.3694),1876,1876,0,0;
Kistenmakersgang,https://adamlink.nl/geo/street/kistenmakersgang/7925,,Kistenmakersgang,Point(4.8842 52.3794),1876,1876,0,0;
Klaverbladsgang,https://adamlink.nl/geo/street/klaverbladsgang/7926,,Klaverbladsgang,Point(4.8830975 52.367575),1876,1876,0,0;
Steenkoopersgang,https://adamlink.nl/geo/street/klaverbladsgang/7926,,Klaverbladsgang,Point(4.8830975 52.367575),1876,1876,0,0;
Klaverbladshofje,https://adamlink.nl/geo/street/klaverbladshofje/7927,,Klaverbladshofje,Point(4.89384 52.3601),1876,1876,0,0;
Klavergang,https://adamlink.nl/geo/street/klavergang/7928,,Klavergang,Point(4.8880333333333 52.379066666667),1876,1876,0,0;
Scheepjesgang,https://adamlink.nl/geo/street/klavergang/7928,,Klavergang,Point(4.8880333333333 52.379066666667),1876,1876,0,0;
Klein Schippershof,https://adamlink.nl/geo/street/minderbroederskloostersgang/7978,,Minderbroederskloostersgang,Point(4.89819 52.3748),1876,1876,0,0;
Minderbroederskloostersgang,https://adamlink.nl/geo/street/minderbroederskloostersgang/7978,,Minderbroederskloostersgang,Point(4.89819 52.3748),1876,1876,0,0;
Schippershofje (Klein),https://adamlink.nl/geo/street/minderbroederskloostersgang/7978,,Minderbroederskloostersgang,Point(4.89819 52.3748),1876,1876,0,0;
Klokkengang,https://adamlink.nl/geo/street/klokkengang/7930,,Klokkengang,Point(4.8808466666667 52.378266666667),1876,1876,0,0;
Klokkengang,https://adamlink.nl/geo/street/klokkengang/7931,,Klokkengang,Point(4.905426 52.37038),1876,1876,0,0;
Klokkenhofje,https://adamlink.nl/geo/street/klokkengang/7931,,Klokkengang,Point(4.905426 52.37038),1876,1876,0,0;
Kokshofje,https://adamlink.nl/geo/street/klokkengang/7931,,Klokkengang,Point(4.905426 52.37038),1876,1876,0,0;
Knoopmakersgang,https://adamlink.nl/geo/street/knoopmakersgang/7933,,Knoopmakersgang,Point(4.88437 52.3769),1876,1876,0,0;
Koehoudersgang,https://adamlink.nl/geo/street/koehoudersgang/7934,,Koehoudersgang,Point(4.9058018181818 52.369663636364),1876,1876,0,0;
Komediegang,https://adamlink.nl/geo/street/komediegang/7937,,Komediegang,Point(4.89891 52.3663),1876,1876,0,0;
Romboutssteeg,https://adamlink.nl/geo/street/komediegang/7937,,Komediegang,Point(4.89891 52.3663),1876,1876,0,0;
Splinterbakkerssteeg,https://adamlink.nl/geo/street/komediegang/7937,,Komediegang,Point(4.89891 52.3663),1876,1876,0,0;
Koning-Davidsgang,https://adamlink.nl/geo/street/koningdavidsgang/7939,,Koning-Davidsgang,Point(4.90554 52.37045),1876,1876,0,0;
Koning-Salomo’sgang,https://adamlink.nl/geo/street/koningsalomosgang/7940,,Koning-Salomo’sgang,Point(4.91065 52.3705),1876,1876,0,0;
Koning-Salomo’sgang,https://adamlink.nl/geo/street/koningsalomosgang/7941,,Koning-Salomo’sgang,Point(4.92194 52.3691),1876,1876,0,0;
Koningsgang,https://adamlink.nl/geo/street/koningsgang/7942,,Koningsgang,Point(4.88958 52.3809),1876,1876,0,0;
Slagersgang,https://adamlink.nl/geo/street/koningsgang/7942,,Koningsgang,Point(4.88958 52.3809),1876,1876,0,0;
Koning-Williamsgang,https://adamlink.nl/geo/street/koningwilliamsgang/7943,,Koning-Williamsgang,Point(4.89245 52.3789),1876,1876,0,0;
Konijnenholsgang,https://adamlink.nl/geo/street/konijnenholsgang/7944,,Konijnenholsgang,Point(4.88259 52.3803),1876,1876,0,0;
Koolengang,https://adamlink.nl/geo/street/koolengang/7945,,Koolengang,Point(4.90765 52.3703),1876,1876,0,0;
Koopmansgang,https://adamlink.nl/geo/street/koopmansgang/7946,,Koopmansgang,Point(4.89943 52.3664),1876,1876,0,0;
Koppengang,https://adamlink.nl/geo/street/koppengang/7948,,Koppengang,Point(4.90167 52.3696),1876,1876,0,0;
Korendragersgang,https://adamlink.nl/geo/street/korendragersgang/7949,,Korendragersgang,Point(4.887205 52.3863),1876,1876,0,0;
Korenziftersgang,https://adamlink.nl/geo/street/korenziftersgang/7950,,Korenziftersgang,Point(4.884525 52.37895),1876,1876,0,0;
Kramersgang,https://adamlink.nl/geo/street/kramersgang/7951,,Kramersgang,Point(4.90971 52.3713),1876,1876,0,0;
Vrouwenkoppengang,https://adamlink.nl/geo/street/kramersgang/7951,,Kramersgang,Point(4.90971 52.3713),1876,1876,0,0;
Kromhoutsgang,https://adamlink.nl/geo/street/kromhoutsgang/7952,,Kromhoutsgang,Point(4.89228 52.3789),1876,1876,0,0;
Melkmeisjesgang,https://adamlink.nl/geo/street/kromhoutsgang/7952,,Kromhoutsgang,Point(4.89228 52.3789),1876,1876,0,0;
Kruiersgang,https://adamlink.nl/geo/street/kruiersgang/7953,,Kruiersgang,Point(4.888845 52.3713),1876,1876,0,0;
Utrechtschegang,https://adamlink.nl/geo/street/kruiersgang/7953,,Kruiersgang,Point(4.888845 52.3713),1876,1876,0,0;
Kruiwagensgang,https://adamlink.nl/geo/street/kruiwagensgang/7954,,Kruiwagensgang,Point(4.88398 52.3837),1876,1876,0,0;
Kuipersgang,https://adamlink.nl/geo/street/kuipersgang/7955,,Kuipersgang,Point(4.88013 52.3697),1876,1876,0,0;
Slagersgang,https://adamlink.nl/geo/street/kuipersgang/7955,,Kuipersgang,Point(4.88013 52.3697),1876,1876,0,0;
Kuipersgang,https://adamlink.nl/geo/street/kuipersgang/7956,,Kuipersgang,Point(4.89294 52.3602),1876,1876,0,0;
Kuipersgang,https://adamlink.nl/geo/street/kuipersgang/7958,,Kuipersgang,Point(4.89263 52.3795),1876,1876,0,0;
Land-v.-Beloftengang,https://adamlink.nl/geo/street/landvbeloftengang/7959,,Land-v.-Beloftengang,Point(4.89025 52.3816),1876,1876,0,0;
Lange-Aardegang,https://adamlink.nl/geo/street/langeaardegang/7960,,Lange-Aardegang,Point(4.898434 52.3665),1876,1876,0,0;
Leeuwengang,https://adamlink.nl/geo/street/leeuwengang/7961,,Leeuwengang,Point(4.88651 52.3827),1876,1876,0,0;
Leliëngang,https://adamlink.nl/geo/street/leliengang/7962,,Leliëngang,Point(4.88084 52.3781),1876,1876,0,0;
Leliëngang,https://adamlink.nl/geo/street/leliengang/7963,,Leliëngang,Point(4.8940333333333 52.360133333333),1876,1876,0,0;
Liefdegang,https://adamlink.nl/geo/street/liefdegang/7964,,Liefdegang,Point(4.9071466666667 52.370093333333),1876,1876,0,0;
Lindeboomsgang,https://adamlink.nl/geo/street/lindeboomsgang/7965,,Lindeboomsgang,Point(4.88315 52.367466666667),1876,1876,0,0;
Lindeboomsgang,https://adamlink.nl/geo/street/lindeboomsgang/7966,,Lindeboomsgang,Point(4.88734 52.378366666667),1876,1876,0,0;
Lombardshofje,https://adamlink.nl/geo/street/lombardshofje/7967,,Lombardshofje,Point(4.8869 52.3807),1876,1876,0,0;
Manke-Aarsjesgang,https://adamlink.nl/geo/street/mankenaatjessteeg/7969,,Manke-Naatjessteeg,Point(4.89519 52.3664),1876,1876,0,0;
