namevariant,wikidata,preflabel,coords,begin,end
searchable,wikidata_url,canonical_form,geometry,begin_min,end_max
Johan de Meesterstraat,http://www.wikidata.org/entity/Q19265906,Johan de Meesterstraat,Point(4.642691 52.407547),1954,
Johan de Wittlaan,http://www.wikidata.org/entity/Q19265936,Johan de Wittlaan,Point(4.620888233 52.362949765),1922,
Johan Hissinkstraat,http://www.wikidata.org/entity/Q19266156,Johan Hissinkstraat,Point(4.6509 52.3708),2013,
Johan Limpersplantsoen,http://www.wikidata.org/entity/Q19266214,Johan Limpersplantsoen,Point(4.6462 52.4202),1954,
Johan Limpersstraat,http://www.wikidata.org/entity/Q96943120,Johan Limpersstraat,Point(4.646511 52.421421),1954,2011
Johan van Vlietstraat,http://www.wikidata.org/entity/Q19266404,Johan van Vlietstraat,Point(4.6293 52.3874),1892,
Duvenvoordestraat,http://www.wikidata.org/entity/Q19266404,Johan van Vlietstraat,Point(4.6293 52.3874),1892,
Johan Wagenaarring,http://www.wikidata.org/entity/Q19266455,Johan Wagenaarring,Point(4.6533 52.3744),1998,
Johanna van Heukelomstraat,http://www.wikidata.org/entity/Q19280320,Johanna van Heukelomstraat,Point(4.663 52.3669),,
Johannes de Breukstraat,http://www.wikidata.org/entity/Q19280404,Johannes de Breukstraat,Point(4.642 52.3907),1921,
Johan de Breukstraat,http://www.wikidata.org/entity/Q19280404,Johannes de Breukstraat,Point(4.642 52.3907),1921,
Johannes Wierstraat,http://www.wikidata.org/entity/Q19280678,Johannes Wierstraat,Point(4.6652 52.3636),,
Jos. Cuyperspad,http://www.wikidata.org/entity/Q19281358,Jos. Cuyperspad,Point(4.6212 52.3775),1956,
Jos. Cuypersstraat,http://www.wikidata.org/entity/Q19281359,Jos. Cuypersstraat,Point(4.6209 52.3772),1935,
Joseph Bauererf,http://www.wikidata.org/entity/Q19281366,Joseph Bauererf,Point(4.641964 52.410972),1996,
Jozef Israelsstraat,http://www.wikidata.org/entity/Q19281542,Jozef Israelsstraat,Point(4.6336 52.3921),2014,
Judith Leysterstraat,http://www.wikidata.org/entity/Q19281753,Judith Leysterstraat,Point(4.6351 52.3944),1910,
Julianalaan,http://www.wikidata.org/entity/Q19282356,Julianalaan,Point(4.6208 52.3869),1910,
Hemonylaan,http://www.wikidata.org/entity/Q19282356,Julianalaan,Point(4.6208 52.3869),1910,
Julianaweg,http://www.wikidata.org/entity/Q19282356,Julianalaan,Point(4.6208 52.3869),1910,
Julianapark,http://www.wikidata.org/entity/Q19282539,Julianapark,Point(4.6432 52.3971),1909,
Verlengde Generaal Cronjéstraat,http://www.wikidata.org/entity/Q19282539,Julianapark,Point(4.6432 52.3971),1909,
Julianastraat,http://www.wikidata.org/entity/Q19282698,Julianastraat,Point(4.6258 52.3751),1909,
Lorentzstraat,http://www.wikidata.org/entity/Q19282698,Julianastraat,Point(4.6258 52.3751),1909,
Julius Röntgenstraat,http://www.wikidata.org/entity/Q19282951,Julius Röntgenstraat,Point(4.6549 52.3734),1934,
Jungstraat,http://www.wikidata.org/entity/Q19282971,Jungstraat,Point(4.6664 52.3538),,
Junoplantsoen,http://www.wikidata.org/entity/Q19283009,Junoplantsoen,Point(4.6368 52.4033),1930,
Justine de Gouwerhof,http://www.wikidata.org/entity/Q19283342,Justine de Gouwerhof,Point(4.6368 52.378),1996,
Justus van Maurikstraat,http://www.wikidata.org/entity/Q19283365,Justus van Maurikstraat,Point(4.6556 52.3777),1931,
Kadijklaan,http://www.wikidata.org/entity/Q19284381,Kadijklaan,Point(4.6497 52.3685),,
Kalversteeg,http://www.wikidata.org/entity/Q19285460,Kalversteeg,Point(4.6396 52.383),1628,
Groene Buurt,http://www.wikidata.org/entity/Q19285460,Kalversteeg,Point(4.6396 52.383),1628,
Kamerlingh Onnesstraat,http://www.wikidata.org/entity/Q19285818,Kamerlingh Onnesstraat,Point(4.6108 52.3682),1929,
Kamperlaan,http://www.wikidata.org/entity/Q19287027,Kamperlaan,Point(4.6351 52.3707),1628,
Campenslaen,http://www.wikidata.org/entity/Q19287027,Kamperlaan,Point(4.6351 52.3707),1628,
Kampersingel,http://www.wikidata.org/entity/Q19287050,Kampersingel,Point(4.6371 52.3759),1876,
Zuidgracht,http://www.wikidata.org/entity/Q19287050,Kampersingel,Point(4.6371 52.3759),1876,
Stadssingel,http://www.wikidata.org/entity/Q19287050,Kampersingel,Point(4.6371 52.3759),1876,
Kampervest,http://www.wikidata.org/entity/Q19287050,Kampersingel,Point(4.6371 52.3759),1876,
Buitensingel,http://www.wikidata.org/entity/Q19287050,Kampersingel,Point(4.6371 52.3759),1876,
Cingel,http://www.wikidata.org/entity/Q19287050,Kampersingel,Point(4.6371 52.3759),1876,
Stads Cingel,http://www.wikidata.org/entity/Q19287050,Kampersingel,Point(4.6371 52.3759),1876,
